Periodo,Entidad_Federativa,Sexo,Grupo_edad,Actividad_economica,Numero_personas
20210301,Colima,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,839
20210301,Colima,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2802
20210301,Colima,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",16788
20210301,Colima,Hombre,25 A 44 AÑOS,Servicios Diversos,4374
20210301,Colima,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3169
20210301,Colima,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",48
20210301,Colima,Mujer,65 AÑOS Y MAS,Servicios Diversos,1436
20210301,Durango,Hombre,15 A 24 AÑOS,Servicios Sociales,867
20210301,Durango,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,504
20210301,Durango,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1188
20210301,Durango,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1314
20210301,Durango,Mujer,25 A 44 AÑOS,Servicios Diversos,19555
20210301,Estado de México,Hombre,15 A 24 AÑOS,No Especificado,5996
20210301,Estado de México,Mujer,25 A 44 AÑOS,Comercio,319053
20210301,Guanajuato,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,899
20210301,Guerrero,Hombre,65 AÑOS Y MAS,Servicios Sociales,677
20210301,Guerrero,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",5403
20210301,Guerrero,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,115
20210301,Guerrero,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,124
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Comercio,56455
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,181
20210301,Jalisco,Hombre,25 A 44 AÑOS,No Especificado,4207
20210301,Jalisco,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",106336
20210301,Jalisco,Mujer,25 A 44 AÑOS,No Especificado,1170
20210301,Jalisco,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",447
20210301,Michoacán,Hombre,25 A 44 AÑOS,No Especificado,240
20210301,Michoacán,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,217
20210301,Michoacán,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,21469
20210301,Morelos,Hombre,25 A 44 AÑOS,Comercio,32761
20210301,Nayarit,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",9810
20210301,Nayarit,Hombre,65 AÑOS Y MAS,Industria Manufacturera,4202
20210301,Nayarit,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,15345
20210301,Nuevo León,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1491
20210301,Oaxaca,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",70671
20210301,Oaxaca,Hombre,45 A 64 AÑOS,Servicios Sociales,22989
20210301,Oaxaca,Mujer,45 A 64 AÑOS,Servicios Sociales,40809
20210301,Puebla,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,3906
20210301,Puebla,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",8597
20210301,Puebla,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",149601
20210301,Puebla,Hombre,25 A 44 AÑOS,Servicios Diversos,39810
20210301,Puebla,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1247
20210301,Puebla,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",6710
20210301,Puebla,Mujer,65 AÑOS Y MAS,Servicios Diversos,4227
20210601,Sinaloa,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",4440
20210601,Sinaloa,Mujer,25 A 44 AÑOS,No Especificado,709
20210601,Sinaloa,Mujer,65 AÑOS Y MAS,Servicios Diversos,2921
20210601,Sonora,Mujer,45 A 64 AÑOS,Servicios Sociales,26482
20210601,Tabasco,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",26581
20210601,Tabasco,Hombre,15 A 24 AÑOS,Construcción,9360
20210601,Tabasco,Mujer,45 A 64 AÑOS,Servicios Sociales,19428
20210601,Tamaulipas,Hombre,15 A 24 AÑOS,Servicios Diversos,18551
20210601,Tamaulipas,Hombre,45 A 64 AÑOS,Servicios Diversos,27156
20210601,Tamaulipas,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,2533
20210601,Tamaulipas,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",3069
20210601,Tlaxcala,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",4170
20210601,Tlaxcala,Hombre,65 AÑOS Y MAS,Comercio,2854
20210601,Veracruz,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,674
20210601,Veracruz,Hombre,65 AÑOS Y MAS,Servicios Diversos,8673
20210601,Yucatán,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,3082
20210601,Zacatecas,Hombre,25 A 44 AÑOS,Servicios Diversos,10165
20210601,Tabasco,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,17566
20210601,Tabasco,Hombre,25 A 44 AÑOS,Servicios Diversos,20014
20210601,Tabasco,Mujer,45 A 64 AÑOS,Industria Manufacturera,17834
20210601,Tamaulipas,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",45693
20210601,Tamaulipas,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",2111
20210601,Tamaulipas,Mujer,65 AÑOS Y MAS,Servicios Sociales,929
20210601,Tlaxcala,Hombre,15 A 24 AÑOS,Industria Manufacturera,18457
20210601,Tlaxcala,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",492
20210601,Tlaxcala,Hombre,65 AÑOS Y MAS,Servicios Sociales,420
20210601,Tlaxcala,Mujer,25 A 44 AÑOS,No Especificado,904
20210601,Tlaxcala,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4057
20210601,Veracruz,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",294536
20210601,Veracruz,Hombre,25 A 44 AÑOS,Servicios Sociales,36210
20210601,Veracruz,Hombre,45 A 64 AÑOS,Comercio,66638
20210601,Veracruz,Mujer,45 A 64 AÑOS,Comercio,144083
20210601,Veracruz,Mujer,NO ESPECIFICADO,Comercio,32
20210601,Yucatán,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,9902
20210601,Yucatán,Hombre,65 AÑOS Y MAS,Construcción,2740
20210601,Yucatán,Hombre,65 AÑOS Y MAS,No Especificado,731
20210601,Yucatán,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1930
20210601,Zacatecas,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",361
20210601,Zacatecas,Mujer,15 A 24 AÑOS,Servicios Diversos,6514
20210601,Zacatecas,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,948
20210601,Baja California Sur,Hombre,45 A 64 AÑOS,Industria Manufacturera,8665
20210601,Baja California Sur,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",434
20210601,Baja California Sur,Mujer,25 A 44 AÑOS,Servicios Diversos,10546
20210601,Campeche,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,510
20210601,Campeche,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,4241
20210601,Campeche,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1636
20210601,Campeche,Mujer,NO ESPECIFICADO,Servicios Diversos,22
20210601,Chiapas,Hombre,15 A 24 AÑOS,Servicios Diversos,9918
20210601,Chiapas,Mujer,25 A 44 AÑOS,Industria Manufacturera,35715
20210601,Chiapas,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",7066
20210601,Chihuahua,Mujer,15 A 24 AÑOS,Construcción,481
20210601,Ciudad de México,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",6633
20210601,Ciudad de México,Mujer,45 A 64 AÑOS,Construcción,7305
20210601,Coahuila,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,12429
20210601,Colima,Hombre,25 A 44 AÑOS,No Especificado,509
20210601,Colima,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,6753
20210601,Colima,Mujer,45 A 64 AÑOS,Industria Manufacturera,4090
20210601,Durango,Mujer,15 A 24 AÑOS,Construcción,896
20210601,Durango,Mujer,15 A 24 AÑOS,Industria Manufacturera,10108
20210601,Durango,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",6499
20210601,Estado de México_Preliminar,Hombre,65 AÑOS Y MAS,Construcción,25343
20210601,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",11599
20210601,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,47983
20210601,Guanajuato,Mujer,45 A 64 AÑOS,Servicios Diversos,55508
20210601,Guerrero,Mujer,25 A 44 AÑOS,Industria Manufacturera,16556
20210601,Jalisco,Mujer,15 A 24 AÑOS,Servicios Diversos,23169
20210601,Morelos,Hombre,65 AÑOS Y MAS,Comercio,4009
20210601,Morelos,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",689
20210601,Morelos,Mujer,25 A 44 AÑOS,Servicios Diversos,27479
20210601,Nayarit,Mujer,15 A 24 AÑOS,No Especificado,121
20210601,Nayarit,Mujer,15 A 24 AÑOS,Servicios Sociales,3398
20210601,Nuevo León,Hombre,15 A 24 AÑOS,Construcción,31618
20210601,Nuevo León,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1351
20210601,Nuevo León,Mujer,65 AÑOS Y MAS,Comercio,12030
20210601,Oaxaca,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2716
20210301,Quintana Roo,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",601
20210301,Quintana Roo,Mujer,25 A 44 AÑOS,Industria Manufacturera,8054
20210301,Quintana Roo,Mujer,NO ESPECIFICADO,Gobierno y Organismos Internacionales,241
20210301,San Luis Potosí,Hombre,15 A 24 AÑOS,Construcción,14466
20210301,San Luis Potosí,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",962
20210301,San Luis Potosí,Mujer,15 A 24 AÑOS,Servicios Diversos,3134
20210301,San Luis Potosí,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,17232
20210301,San Luis Potosí,Mujer,NO ESPECIFICADO,Servicios Diversos,320
20210301,Sinaloa,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,16428
20210301,Sinaloa,Hombre,15 A 24 AÑOS,Servicios Diversos,14885
20210301,Sinaloa,Hombre,25 A 44 AÑOS,Industria Manufacturera,35394
20210301,Sinaloa,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",14656
20210301,Sinaloa,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,12987
20210301,Sonora,Hombre,15 A 24 AÑOS,Industria Manufacturera,19589
20210301,Sonora,Hombre,65 AÑOS Y MAS,Servicios Sociales,1799
20210301,Sonora,Mujer,25 A 44 AÑOS,No Especificado,1577
20210301,Sonora,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3468
20210301,Tabasco,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,13363
20210301,Tabasco,Mujer,25 A 44 AÑOS,Industria Manufacturera,11234
20210301,Tabasco,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1742
20210301,Tabasco,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1809
20210301,Tamaulipas,Hombre,25 A 44 AÑOS,No Especificado,4712
20210301,Tamaulipas,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",54919
20210301,Tamaulipas,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",27270
20210301,Tamaulipas,Hombre,45 A 64 AÑOS,Servicios Diversos,26587
20210301,Tamaulipas,Mujer,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1338
20210301,Tlaxcala,Mujer,25 A 44 AÑOS,Servicios Sociales,18078
20210301,Tlaxcala,Mujer,45 A 64 AÑOS,Comercio,17684
20210301,Tlaxcala,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,4659
20210301,Tlaxcala,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,124
20210301,Veracruz,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,37
20210301,Veracruz,Hombre,15 A 24 AÑOS,No Especificado,93
20210301,Veracruz,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",6526
20210301,Veracruz,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,14837
20210301,Veracruz,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",96829
20210301,Veracruz,Mujer,15 A 24 AÑOS,Servicios Sociales,7775
20210301,Veracruz,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4382
20210301,Veracruz,Mujer,65 AÑOS Y MAS,Servicios Diversos,4295
20210301,Yucatán,Hombre,15 A 24 AÑOS,Industria Manufacturera,15601
20210301,Yucatán,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,24977
20210301,Yucatán,Hombre,65 AÑOS Y MAS,Servicios Sociales,1223
20210301,Yucatán,Mujer,25 A 44 AÑOS,No Especificado,1463
20210301,Yucatán,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2315
20210301,Yucatán,Mujer,45 A 64 AÑOS,Servicios Diversos,20396
20210301,Zacatecas,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",546
20210301,Zacatecas,Mujer,15 A 24 AÑOS,Comercio,17942
20210301,Zacatecas,Mujer,25 A 44 AÑOS,Construcción,437
20210301,Zacatecas,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1146
20210601,Aguascalientes,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",893
20210601,Baja California,Hombre,15 A 24 AÑOS,Servicios Diversos,20005
20210601,Baja California,Hombre,65 AÑOS Y MAS,Servicios Sociales,1276
20210601,Baja California,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,571
20210601,Baja California,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",1446
20210601,Baja California Sur,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,7851
20210601,Baja California Sur,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,5434
20210601,Baja California Sur,Mujer,25 A 44 AÑOS,No Especificado,83
20210601,Baja California Sur,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2019
20210601,Campeche,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,5657
20210601,Campeche,Hombre,45 A 64 AÑOS,Construcción,10591
20210601,Campeche,Mujer,45 A 64 AÑOS,Servicios Sociales,5696
20210601,Campeche,Mujer,65 AÑOS Y MAS,Comercio,2271
20210601,Chiapas,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,5069
20210601,Chiapas,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2395
20210601,Chiapas,Mujer,25 A 44 AÑOS,Servicios Diversos,41949
20210601,Chihuahua,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",21760
20210601,Chihuahua,Hombre,15 A 24 AÑOS,Servicios Diversos,16061
20210601,Chihuahua,Hombre,45 A 64 AÑOS,No Especificado,6988
20210601,Ciudad de México,Hombre,15 A 24 AÑOS,Comercio,61560
20210601,Ciudad de México,Hombre,25 A 44 AÑOS,Construcción,91513
20210301,Queretaro,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",6076
20210301,Queretaro,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,8599
20210301,Queretaro,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",15182
20210301,Queretaro,Hombre,65 AÑOS Y MAS,Industria Manufacturera,1406
20210301,Queretaro,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,5902
20210301,Queretaro,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",552
20210301,Quintana Roo,Hombre,45 A 64 AÑOS,Servicios Diversos,16926
20210301,Quintana Roo,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",2397
20210301,San Luis Potosí,Hombre,25 A 44 AÑOS,Servicios Diversos,15101
20210301,San Luis Potosí,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,802
20210301,Sinaloa,Mujer,15 A 24 AÑOS,Servicios Sociales,7469
20210301,Sinaloa,Mujer,65 AÑOS Y MAS,Comercio,4415
20210301,Sonora,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",8090
20210301,Sonora,Mujer,65 AÑOS Y MAS,Industria Manufacturera,917
20210301,Tabasco,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,5377
20210301,Tabasco,Mujer,25 A 44 AÑOS,Servicios Sociales,31199
20210301,Tabasco,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,14180
20210301,Tamaulipas,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",3475
20210301,Tamaulipas,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",21761
20210301,Tamaulipas,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,14228
20210301,Tamaulipas,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",27870
20210301,Tamaulipas,Mujer,15 A 24 AÑOS,No Especificado,2999
20210301,Tlaxcala,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",993
20210301,Tlaxcala,Hombre,25 A 44 AÑOS,Servicios Diversos,9628
20210301,Veracruz,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",86535
20210301,Veracruz,Hombre,15 A 24 AÑOS,Servicios Diversos,19500
20210301,Veracruz,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,4146
20210301,Veracruz,Hombre,45 A 64 AÑOS,Servicios Sociales,39428
20210301,Yucatán,Hombre,65 AÑOS Y MAS,Comercio,4736
20210301,Yucatán,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1920
20210301,Yucatán,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,1291
20210301,Yucatán,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",755
20210301,Yucatán,Mujer,25 A 44 AÑOS,Servicios Diversos,33886
20210301,Zacatecas,Hombre,15 A 24 AÑOS,No Especificado,1235
20210301,Sinaloa,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",3402
20210301,Sinaloa,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,22357
20210301,Sinaloa,Mujer,65 AÑOS Y MAS,Servicios Diversos,1845
20210301,Sonora,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",9981
20210301,Sonora,Mujer,15 A 24 AÑOS,Servicios Sociales,4623
20210301,Sonora,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,17824
20210301,Tamaulipas,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,25279
20210301,Tamaulipas,Hombre,45 A 64 AÑOS,Construcción,41994
20210301,Tlaxcala,Hombre,65 AÑOS Y MAS,Comercio,3854
20210301,Tlaxcala,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",312
20210301,Veracruz,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,19558
20210301,Veracruz,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,29386
20210301,Zacatecas,Hombre,45 A 64 AÑOS,Servicios Sociales,9881
20210301,Zacatecas,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",5903
20210301,Zacatecas,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,10235
20210301,Zacatecas,Mujer,25 A 44 AÑOS,Servicios Diversos,12387
20210601,Aguascalientes,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,466
20210601,Aguascalientes,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",3224
20210601,Aguascalientes,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2731
20210601,Aguascalientes,Hombre,25 A 44 AÑOS,Comercio,27796
20210601,Aguascalientes,Hombre,25 A 44 AÑOS,Servicios Diversos,10125
20210601,Aguascalientes,Mujer,65 AÑOS Y MAS,Servicios Diversos,1785
20210601,Baja California,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",1486
20210601,Baja California Sur,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,20104
20210601,Campeche,Hombre,15 A 24 AÑOS,Comercio,6398
20210601,Campeche,Hombre,15 A 24 AÑOS,Servicios Diversos,3343
20210601,Campeche,Mujer,15 A 24 AÑOS,Industria Manufacturera,2310
20210601,Campeche,Mujer,25 A 44 AÑOS,No Especificado,345
20210601,Campeche,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",2711
20210601,Chiapas,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,17336
20210601,Chiapas,Mujer,65 AÑOS Y MAS,Industria Manufacturera,5906
20210601,Chihuahua,Hombre,15 A 24 AÑOS,Construcción,9621
20210601,Chihuahua,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",22375
20210601,Ciudad de México,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,69240
20210601,Estado de México_Preliminar,Hombre,45 A 64 AÑOS,Industria Manufacturera,255432
20210601,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,Comercio,113966
20210601,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",3425
20210601,Estado de México_Preliminar,Mujer,65 AÑOS Y MAS,Comercio,43701
20210601,Guanajuato,Hombre,25 A 44 AÑOS,Servicios Diversos,43024
20210601,Guanajuato,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",62163
20210601,Guanajuato,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",291
20210601,Guanajuato,Mujer,15 A 24 AÑOS,Construcción,1091
20210601,Guerrero,Mujer,25 A 44 AÑOS,Servicios Diversos,28376
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Construcción,53377
20210601,Hidalgo,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1451
20210601,Hidalgo,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",478
20210601,Jalisco,Mujer,45 A 64 AÑOS,Industria Manufacturera,66692
20210601,Michoacán,Hombre,15 A 24 AÑOS,Servicios Diversos,15608
20210601,Michoacán,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",16393
20210601,Morelos,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,1445
20210601,Morelos,Hombre,25 A 44 AÑOS,Servicios Diversos,22782
20210601,Morelos,Hombre,45 A 64 AÑOS,No Especificado,309
20210601,Morelos,Hombre,NO ESPECIFICADO,"Servicios Profesionales, Financieros y Corporativos",282
20210601,Morelos,Mujer,15 A 24 AÑOS,Construcción,192
20210601,Morelos,Mujer,25 A 44 AÑOS,Industria Manufacturera,14284
20210601,Nayarit,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1025
20210601,Nayarit,Hombre,65 AÑOS Y MAS,Comercio,3650
20210601,Nayarit,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",169
20210601,Nayarit,Mujer,NO ESPECIFICADO,Industria Manufacturera,50
20210601,Nuevo León,Hombre,15 A 24 AÑOS,Servicios Diversos,29003
20210601,Nuevo León,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,5788
20210601,Nuevo León,Hombre,45 A 64 AÑOS,Servicios Diversos,44954
20210601,Oaxaca,Hombre,25 A 44 AÑOS,Construcción,60763
20210601,Oaxaca,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2246
20210601,Puebla,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,21585
20210601,Puebla,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",52713
20210601,Puebla,Mujer,45 A 64 AÑOS,Servicios Diversos,56046
20210601,Queretaro,Hombre,25 A 44 AÑOS,Construcción,46939
20210601,Queretaro,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4436
20210601,Veracruz,Hombre,45 A 64 AÑOS,No Especificado,1142
20210601,Veracruz,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,66
20210601,Veracruz,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",28573
20210601,Yucatán,Hombre,45 A 64 AÑOS,Servicios Diversos,17611
20210601,Yucatán,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1761
20210601,Zacatecas,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,6279
20210601,Zacatecas,Hombre,45 A 64 AÑOS,Servicios Diversos,6113
20210601,Zacatecas,Hombre,65 AÑOS Y MAS,Comercio,3208
20210601,Zacatecas,Mujer,45 A 64 AÑOS,No Especificado,273
20210601,Oaxaca,Hombre,15 A 24 AÑOS,Comercio,24128
20210601,Oaxaca,Hombre,15 A 24 AÑOS,Servicios Sociales,729
20210601,Oaxaca,Hombre,45 A 64 AÑOS,Comercio,27938
20210601,Oaxaca,Mujer,15 A 24 AÑOS,Servicios Diversos,8175
20210601,Puebla,Hombre,25 A 44 AÑOS,Servicios Sociales,29292
20210601,Puebla,Hombre,45 A 64 AÑOS,Comercio,63221
20210601,Puebla,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1081
20210601,Queretaro,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",4066
